Entity,Code,Year,Continent,Date,Daily new confirmed cases of COVID-19 per million people (rolling 7-day average, right-aligned),Daily new confirmed cases of COVID-19 per million people (rolling 7-day average, right-aligned) Annotations,Weekly case growth (%),Weekly case growth (%) Annotations
Abkhazia,OWID_ABK,2015,Asia,,,,,
Afghanistan,AFG,2015,Asia,,,,,
Afghanistan,AFG,,,2020-01-02,0,,,
Afghanistan,AFG,,,2020-01-03,0,,,
Afghanistan,AFG,,,2020-01-04,0,,,
Afghanistan,AFG,,,2020-01-05,0,,,
Afghanistan,AFG,,,2020-01-06,0,,,
Afghanistan,AFG,,,2020-01-07,0,,,
Afghanistan,AFG,,,2020-01-08,0,,,
Afghanistan,AFG,,,2020-01-09,0,,,
Afghanistan,AFG,,,2020-01-10,0,,,
Afghanistan,AFG,,,2020-01-11,0,,,
Afghanistan,AFG,,,2020-01-12,0,,,
Afghanistan,AFG,,,2020-01-13,0,,,
Afghanistan,AFG,,,2020-01-14,0,,,
Afghanistan,AFG,,,2020-01-15,0,,,
Afghanistan,AFG,,,2020-01-16,0,,,
Afghanistan,AFG,,,2020-01-17,0,,,
Afghanistan,AFG,,,2020-01-18,0,,,
Afghanistan,AFG,,,2020-01-19,0,,,
Afghanistan,AFG,,,2020-01-20,0,,,
Afghanistan,AFG,,,2020-01-21,0,,,
Afghanistan,AFG,,,2020-01-22,0,,,
Afghanistan,AFG,,,2020-01-23,0,,,
Afghanistan,AFG,,,2020-01-24,0,,,
Afghanistan,AFG,,,2020-01-25,0,,,
Afghanistan,AFG,,,2020-01-26,0,,,
Afghanistan,AFG,,,2020-01-27,0,,,
Afghanistan,AFG,,,2020-01-28,0,,,
Afghanistan,AFG,,,2020-01-29,0,,,
Afghanistan,AFG,,,2020-01-30,0,,,
Afghanistan,AFG,,,2020-01-31,0,,,
Afghanistan,AFG,,,2020-02-01,0,,,
Afghanistan,AFG,,,2020-02-02,0,,,
Afghanistan,AFG,,,2020-02-03,0,,,
Afghanistan,AFG,,,2020-02-04,0,,,
Afghanistan,AFG,,,2020-02-05,0,,,
Afghanistan,AFG,,,2020-02-06,0,,,
Afghanistan,AFG,,,2020-02-07,0,,,
Afghanistan,AFG,,,2020-02-08,0,,,
Afghanistan,AFG,,,2020-02-09,0,,,
Afghanistan,AFG,,,2020-02-10,0,,,
Afghanistan,AFG,,,2020-02-11,0,,,
Afghanistan,AFG,,,2020-02-12,0,,,
Afghanistan,AFG,,,2020-02-13,0,,,
Afghanistan,AFG,,,2020-02-14,0,,,
Afghanistan,AFG,,,2020-02-15,0,,,
Afghanistan,AFG,,,2020-02-16,0,,,
Afghanistan,AFG,,,2020-02-17,0,,,
Afghanistan,AFG,,,2020-02-18,0,,,
Afghanistan,AFG,,,2020-02-19,0,,,
Afghanistan,AFG,,,2020-02-20,0,,,
Afghanistan,AFG,,,2020-02-21,0,,,
Afghanistan,AFG,,,2020-02-22,0,,,
Afghanistan,AFG,,,2020-02-23,0,,,
Afghanistan,AFG,,,2020-02-24,0,,,
Afghanistan,AFG,,,2020-02-25,0.00371,,,
Afghanistan,AFG,,,2020-02-26,0.00371,,,
Afghanistan,AFG,,,2020-02-27,0.00371,,,
Afghanistan,AFG,,,2020-02-28,0.00371,,,
Afghanistan,AFG,,,2020-02-29,0.00371,,,
Afghanistan,AFG,,,2020-03-01,0.00371,,,
Afghanistan,AFG,,,2020-03-02,0.00371,,,
Afghanistan,AFG,,,2020-03-03,0,,-100,
Afghanistan,AFG,,,2020-03-04,0,,-100,
Afghanistan,AFG,,,2020-03-05,0,,-100,
Afghanistan,AFG,,,2020-03-06,0,,-100,
Afghanistan,AFG,,,2020-03-07,,,-100,
Afghanistan,AFG,,,2020-03-08,,,200,
Afghanistan,AFG,,,2020-03-09,,,200,
Afghanistan,AFG,,,2020-03-15,,,100,
Afghanistan,AFG,,,2020-03-16,0.10267,,300,
Afghanistan,AFG,,,2020-03-17,0.109,,466.666666666667,
Afghanistan,AFG,,,2020-03-18,0.09625,,150,
Afghanistan,AFG,,,2020-03-19,0.077,,150,
Afghanistan,AFG,,,2020-03-20,0.06417,,150,
Afghanistan,AFG,,,2020-03-21,0.06229,,183.333333333333,
Afghanistan,AFG,,,2020-03-22,0.05129,,133.333333333333,
Afghanistan,AFG,,,2020-03-23,0.066,,50,
Afghanistan,AFG,,,2020-03-24,0.06971,,11.7647058823529,
Afghanistan,AFG,,,2020-03-25,0.07329,,33.3333333333333,
Afghanistan,AFG,,,2020-03-26,0.19443,,253.333333333333,
Afghanistan,AFG,,,2020-03-27,0.19443,,253.333333333333,
Afghanistan,AFG,,,2020-03-28,0.24586,,294.117647058824,
Afghanistan,AFG,,,2020-03-29,0.30086,,485.714285714286,
Afghanistan,AFG,,,2020-03-30,0.29357,,344.444444444445,
Afghanistan,AFG,,,2020-03-31,0.37071,,431.578947368421,
Afghanistan,AFG,,,2020-04-01,0.45514,,520,
Afghanistan,AFG,,,2020-04-02,0.42943,,120.754716981132,
Afghanistan,AFG,,,2020-04-03,0.58729,,201.88679245283,
Afghanistan,AFG,,,2020-04-04,0.52857,,114.925373134328,
Afghanistan,AFG,,,2020-04-05,0.602,,100,
Afghanistan,AFG,,,2020-04-06,0.679,,131.25,
Afghanistan,AFG,,,2020-04-07,0.71929,,94.059405940594,
Afghanistan,AFG,,,2020-04-08,0.73771,,62.0967741935484,
Afghanistan,AFG,,,2020-04-09,0.84786,,97.4358974358974,
Afghanistan,AFG,,,2020-04-10,0.91386,,55.625,
Afghanistan,AFG,,,2020-04-11,1.04957,,98.6111111111111,
Afghanistan,AFG,,,2020-04-12,1.04586,,73.780487804878,
Afghanistan,AFG,,,2020-04-13,1.13029,,66.4864864864865,
Afghanistan,AFG,,,2020-04-14,1.20371,,67.3469387755102,
Afghanistan,AFG,,,2020-04-15,1.27343,,72.636815920398,
Afghanistan,AFG,,,2020-04-16,1.32471,,56.2770562770563,
Afghanistan,AFG,,,2020-04-17,1.13757,,24.4979919678715,
Afghanistan,AFG,,,2020-04-18,1.189,,13.2867132867133,
Afghanistan,AFG,,,2020-04-19,1.29543,,23.859649122807,
Afghanistan,AFG,,,2020-04-20,1.42757,,26.2987012987013,
Afghanistan,AFG,,,2020-04-21,1.34314,,11.5853658536585,
Afghanistan,AFG,,,2020-04-22,1.38714,,8.93371757925072,
Afghanistan,AFG,,,2020-04-23,1.43857,,8.58725761772854,
Afghanistan,AFG,,,2020-04-24,1.78714,,57.0967741935484,
Afghanistan,AFG,,,2020-04-25,1.85686,,56.1728395061728,
Afghanistan,AFG,,,2020-04-26,2.03671,,57.2237960339943,
Afghanistan,AFG,,,2020-04-27,1.96329,,37.5321336760925,
Afghanistan,AFG,,,2020-04-28,2.466,,83.6065573770492,
Afghanistan,AFG,,,2020-04-29,2.69714,,94.4444444444444,
Afghanistan,AFG,,,2020-04-30,2.83657,,97.1938775510204,
Afghanistan,AFG,,,2020-05-01,3.266,,82.7515400410678,
Afghanistan,AFG,,,2020-05-02,3.611,,94.4664031620553,
Afghanistan,AFG,,,2020-05-03,3.69171,,81.2612612612613,
Afghanistan,AFG,,,2020-05-04,4.30457,,119.252336448598,
Afghanistan,AFG,,,2020-05-05,4.37071,,77.2321428571429,
Afghanistan,AFG,,,2020-05-06,5.12671,,90.0680272108844,
Afghanistan,AFG,,,2020-05-07,5.29557,,86.6752910737387,
Afghanistan,AFG,,,2020-05-08,5.10843,,56.4044943820225,
Afghanistan,AFG,,,2020-05-09,5.29557,,46.6463414634146,
Afghanistan,AFG,,,2020-05-10,5.73957,,55.4671968190855,
Afghanistan,AFG,,,2020-05-11,6.23129,,44.7570332480819,
Afghanistan,AFG,,,2020-05-12,6.57986,,50.5457598656591,
Afghanistan,AFG,,,2020-05-13,6.39643,,24.7673586256263,
Afghanistan,AFG,,,2020-05-14,6.73029,,27.0963270963271,
Afghanistan,AFG,,,2020-05-15,6.51743,,27.5862068965517,
Afghanistan,AFG,,,2020-05-16,9.62943,,81.8433818433818,
Afghanistan,AFG,,,2020-05-17,8.69371,,51.4705882352941,
Afghanistan,AFG,,,2020-05-18,8.301,,33.2155477031802,
Afghanistan,AFG,,,2020-05-19,8.75243,,33.0172894590073,
Afghanistan,AFG,,,2020-05-20,9.857,,54.1021227768216,
Afghanistan,AFG,,,2020-05-21,10.71214,,59.1603053435115,
Afghanistan,AFG,,,2020-05-22,12.246,,87.8941441441441,
Afghanistan,AFG,,,2020-05-23,10.32671,,7.2408536585366,
Afghanistan,AFG,,,2020-05-24,13.19643,,51.7940059096665,
Afghanistan,AFG,,,2020-05-25,14.37814,,73.209549071618,
Afghanistan,AFG,,,2020-05-26,15.04971,,71.9496855345912,
Afghanistan,AFG,,,2020-05-27,15.33229,,55.5472822040209,
Afghanistan,AFG,,,2020-05-28,15.82029,,47.6875642343268,
Afghanistan,AFG,,,2020-05-29,16.00014,,30.6562780940965,
Afghanistan,AFG,,,2020-05-30,16.30471,,57.8891257995736,
Afghanistan,AFG,,,2020-05-31,16.613,,25.8898776418242,
Afghanistan,AFG,,,2020-06-01,16.96529,,17.9938744257274,
Afghanistan,AFG,,,2020-06-02,16.79643,,11.6069251402097,
Afghanistan,AFG,,,2020-06-03,17.167,,11.9674485399713,
Afghanistan,AFG,,,2020-06-04,17.65514,,11.5982370679657,
Afghanistan,AFG,,,2020-06-05,18.41486,,15.0917431192661,
Afghanistan,AFG,,,2020-06-06,19.48643,,19.5138419986496,
Afghanistan,AFG,,,2020-06-07,18.44429,,11.022752374641,
Afghanistan,AFG,,,2020-06-08,18.85157,,11.1183214362968,
Afghanistan,AFG,,,2020-06-09,18.96171,,12.8905396547957,
Afghanistan,AFG,,,2020-06-10,18.16543,,5.81445061992305,
Afghanistan,AFG,,,2020-06-11,17.89386,,1.3510704635211,
Afghanistan,AFG,,,2020-06-12,17.747,,-3.62694300518135,
Afghanistan,AFG,,,2020-06-13,16.79643,,-13.804143126177,
Afghanistan,AFG,,,2020-06-14,16.701,,-9.45085555113411,
Afghanistan,AFG,,,2020-06-15,16.235,,-13.8796963208098,
Afghanistan,AFG,,,2020-06-16,16.91757,,-10.7799496806658,
Afghanistan,AFG,,,2020-06-17,17.802,,-2,
Afghanistan,AFG,,,2020-06-18,17.36157,,-2.97374897456932,
Afghanistan,AFG,,,2020-06-19,17.035,,-4.01157981803143,
Afghanistan,AFG,,,2020-06-20,15.89743,,-5.35285121258466,
Afghanistan,AFG,,,2020-06-21,15.86071,,-5.03186112942211,
Afghanistan,AFG,,,2020-06-22,14.92486,,-8.06962025316455,
Afghanistan,AFG,,,2020-06-23,13.26971,,-21.5618221258134,
Afghanistan,AFG,,,2020-06-24,11.63671,,-34.6320346320346,
Afghanistan,AFG,,,2020-06-25,10.42571,,-39.9492707672796,
Afghanistan,AFG,,,2020-06-26,9.69914,,-43.0633347694959,
Afghanistan,AFG,,,2020-06-27,9.44229,,-40.6048014773776,
Afghanistan,AFG,,,2020-06-28,8.04414,,-49.2827394724665,
Afghanistan,AFG,,,2020-06-29,7.83143,,-47.5288910745021,
Afghanistan,AFG,,,2020-06-30,7.68843,,-42.0630530973451,
Afghanistan,AFG,,,2020-07-01,7.47186,,-35.7931251970987,
Afghanistan,AFG,,,2020-07-02,7.78386,,-25.3431890179514,
Afghanistan,AFG,,,2020-07-03,6.77829,,-30.1172909572456,
Afghanistan,AFG,,,2020-07-04,6.87371,,-27.2055965798679,
Afghanistan,AFG,,,2020-07-05,7.54529,,-6.20437956204379,
Afghanistan,AFG,,,2020-07-06,7.281,,-7.029053420806,
Afghanistan,AFG,,,2020-07-07,7.87543,,2.43436754176611,
Afghanistan,AFG,,,2020-07-08,7.62229,,2.01375245579567,
Afghanistan,AFG,,,2020-07-09,6.66814,,-14.3328618576143,
Afghanistan,AFG,,,2020-07-10,6.92129,,2.11153221440172,
Afghanistan,AFG,,,2020-07-11,7.49371,,9.02295782167646,
Afghanistan,AFG,,,2020-07-12,6.52843,,-13.4727626459144,
Afghanistan,AFG,,,2020-07-13,5.50457,,-24.3951612903226,
Afghanistan,AFG,,,2020-07-14,3.93029,,-50.0931966449208,
Afghanistan,AFG,,,2020-07-15,4.20543,,-44.8242657679345,
Afghanistan,AFG,,,2020-07-16,4.921,,-26.1970280682444,
Afghanistan,AFG,,,2020-07-17,4.26414,,-38.3881230116649,
Afghanistan,AFG,,,2020-07-18,3.38714,,-54.7992164544564,
Afghanistan,AFG,,,2020-07-19,3.11929,,-52.2203485103991,
Afghanistan,AFG,,,2020-07-20,3.75786,,-31.7333333333333,
Afghanistan,AFG,,,2020-07-21,4.25686,,8.30999066293183,
Afghanistan,AFG,,,2020-07-22,3.622,,-13.8743455497382,
Afghanistan,AFG,,,2020-07-23,3.37971,,-31.3199105145414,
Afghanistan,AFG,,,2020-07-24,3.14857,,-26.1617900172117,
Afghanistan,AFG,,,2020-07-25,2.74114,,-19.068255687974,
Afghanistan,AFG,,,2020-07-26,3.14114,,0.705882352941178,
Afghanistan,AFG,,,2020-07-27,2.89157,,-23.046875,
Afghanistan,AFG,,,2020-07-28,2.76314,,-35.0862068965517,
Afghanistan,AFG,,,2020-07-29,2.73014,,-24.6200607902736,
Afghanistan,AFG,,,2020-07-30,2.04029,,-39.6308360477741,
Afghanistan,AFG,,,2020-07-31,2.25314,,-28.4382284382284,
Afghanistan,AFG,,,2020-08-01,2.47343,,-9.77242302543507,
Afghanistan,AFG,,,2020-08-02,2.02943,,-35.3971962616822,
Afghanistan,AFG,,,2020-08-03,1.64043,,-43.2741116751269,
Afghanistan,AFG,,,2020-08-04,1.39086,,-49.667994687915,
Afghanistan,AFG,,,2020-08-05,1.31371,,-51.8817204301075,
Afghanistan,AFG,,,2020-08-06,1.55957,,-23.5611510791367,
Afghanistan,AFG,,,2020-08-07,1.44943,,-35.6677524429968,
Afghanistan,AFG,,,2020-08-08,1.11914,,-54.7477744807122,
Afghanistan,AFG,,,2020-08-09,1.26229,,-37.7938517179023,
Afghanistan,AFG,,,2020-08-10,1.26229,,-23.0425055928412,
Afghanistan,AFG,,,2020-08-11,1.12657,,-18.9973614775726,
Afghanistan,AFG,,,2020-08-12,1.61471,,22.9050279329609,
Afghanistan,AFG,,,2020-08-13,1.64771,,5.64705882352941,
Afghanistan,AFG,,,2020-08-14,1.78714,,23.2911392405063,
Afghanistan,AFG,,,2020-08-15,1.52657,,36.3934426229508,
Afghanistan,AFG,,,2020-08-16,1.82386,,44.4767441860465,
Afghanistan,AFG,,,2020-08-17,1.989,,57.5581395348837,
Afghanistan,AFG,,,2020-08-18,2,,77.5244299674267,
Afghanistan,AFG,,,2020-08-19,1.211,,-25,
Afghanistan,AFG,,,2020-08-20,1.51929,,-7.79510022271714,
Afghanistan,AFG,,,2020-08-21,1.58543,,-11.2936344969199,
Afghanistan,AFG,,,2020-08-22,1.69914,,11.2980769230769,
Afghanistan,AFG,,,2020-08-23,1.644,,-9.85915492957746,
Afghanistan,AFG,,,2020-08-24,1.47886,,-25.6457564575646,
Afghanistan,AFG,,,2020-08-25,1.72843,,-13.5779816513761,
Afghanistan,AFG,,,2020-08-26,1.73214,,43.030303030303,
Afghanistan,AFG,,,2020-08-27,1.34686,,-11.3526570048309,
Afghanistan,AFG,,,2020-08-28,1.00186,,-36.8055555555556,
Afghanistan,AFG,,,2020-08-29,0.90286,,-46.8682505399568,
Afghanistan,AFG,,,2020-08-30,0.52857,,-67.8571428571429,
Afghanistan,AFG,,,2020-08-31,0.59829,,-59.5533498759305,
Afghanistan,AFG,,,2020-09-01,0.46243,,-73.2484076433121,
Afghanistan,AFG,,,2020-09-02,0.49171,,-71.6101694915254,
Afghanistan,AFG,,,2020-09-03,0.42929,,-68.1198910081744,
Afghanistan,AFG,,,2020-09-04,0.58343,,-41.7582417582418,
Afghanistan,AFG,,,2020-09-05,0.60171,,-33.3333333333333,
Afghanistan,AFG,,,2020-09-06,0.66414,,25.6944444444444,
Afghanistan,AFG,,,2020-09-07,0.866,,44.7852760736196,
Afghanistan,AFG,,,2020-09-08,1.09357,,136.507936507937,
Afghanistan,AFG,,,2020-09-09,1.156,,135.074626865672,
Afghanistan,AFG,,,2020-09-10,1.10471,,157.264957264957,
Afghanistan,AFG,,,2020-09-11,1.04229,,78.6163522012579,
Africa,,,,2020-02-22,,,-100,
Africa,,,,2020-02-23,,,-100,
Africa,,,,2020-02-24,,,-100,
Africa,,,,2020-02-25,,,-100,
Africa,,,,2020-02-26,,,0,
Africa,,,,2020-02-27,,,0,
Africa,,,,2020-02-28,,,100,
Africa,,,,2020-03-04,,,800,
Africa,,,,2020-03-05,,,1700,
Africa,,,,2020-03-06,,,1200,
Africa,,,,2020-03-07,,,1900,
Africa,,,,2020-03-08,,,875,
Africa,,,,2020-03-09,,,1440,
Africa,,,,2020-03-10,,,975,
Africa,,,,2020-03-11,,,944.444444444444,
Africa,,,,2020-03-12,,,444.444444444445,
Africa,,,,2020-03-13,,,400,
Africa,,,,2020-03-14,,,297.5,
Africa,,,,2020-03-15,,,400,
Africa,,,,2020-03-16,,,212.987012987013,
Africa,,,,2020-03-17,,,256.976744186046,
Africa,,,,2020-03-18,,,313.829787234043,
Africa,,,,2020-03-19,,,425.510204081633,
Africa,,,,2020-03-20,,,350,
Africa,,,,2020-03-21,,,386.163522012579,
Africa,,,,2020-03-22,,,380.51282051282,
Africa,,,,2020-03-23,,,341.908713692946,
Africa,,,,2020-03-24,,,335.179153094462,
Africa,,,,2020-03-25,,,339.331619537275,
Africa,,,,2020-03-26,,,299.417475728155,
Africa,,,,2020-03-27,,,333.162393162393,
Africa,,,,2020-03-28,,,265.976714100906,
Africa,,,,2020-03-29,,,214.621131270011,
Africa,,,,2020-03-30,,,204.225352112676,
Africa,,,,2020-03-31,,,154.416167664671,
Africa,,,,2020-04-01,,,100.292568753657,
Africa,,,,2020-04-02,,,72.9703451628585,
Africa,,,,2020-04-03,,,42.2651933701657,
Africa,,,,2020-04-04,,,30.9296571226582,
Africa,,,,2020-04-05,,,46.40434192673,
Africa,,,,2020-04-06,,,40.3086419753086,
Africa,,,,2020-04-07,,,37.2462488967343,
Africa,,,,2020-04-08,,,43.0908559742916,
Africa,,,,2020-04-09,,,46.0933108487915,
Africa,,,,2020-04-10,,,49.7087378640777,
Africa,,,,2020-04-11,,,46.976241900648,
Africa,,,,2020-04-12,,,21.0843373493976,
Africa,,,,2020-04-13,,,17.6198856137264,
Africa,,,,2020-04-14,,,17.6634512325831,
Africa,,,,2020-04-15,,,17.537770518579,
Africa,,,,2020-04-16,,,11.5236629472874,
Africa,,,,2020-04-17,,,12.0807856216417,
Africa,,,,2020-04-18,,,27.5716385011021,
Africa,,,,2020-04-19,,,41.4274779946422,
Africa,,,,2020-04-20,,,45.5208528146624,
Africa,,,,2020-04-21,,,45.3087994170158,
Africa,,,,2020-04-22,,,44.7976376585027,
Africa,,,,2020-04-23,,,45.6442987752286,
Africa,,,,2020-04-24,,,46.9995040502562,
Africa,,,,2020-04-25,,,32.1526277897768,
Africa,,,,2020-04-26,,,25.2739818698417,
Africa,,,,2020-04-27,,,21.3854260377844,
Africa,,,,2020-04-28,,,24.0596790371113,
Africa,,,,2020-04-29,,,23.7404030710173,
Africa,,,,2020-04-30,,,30.8658059931304,
Africa,,,,2020-05-01,,,30.7804768331084,
Africa,,,,2020-05-02,,,27.2826323817825,
Africa,,,,2020-05-03,,,34.5717680095043,
Africa,,,,2020-05-04,,,34.3250397035469,
Africa,,,,2020-05-05,,,41.0813542193027,
Africa,,,,2020-05-06,,,38.4003877847795,
Africa,,,,2020-05-07,,,35.2339578242375,
Africa,,,,2020-05-08,,,31.1892682087884,
Africa,,,,2020-05-09,,,46.1992809450437,
Africa,,,,2020-05-10,,,43.346709470305,
Africa,,,,2020-05-11,,,49.4127847402853,
Africa,,,,2020-05-12,,,38.8825214899714,
Africa,,,,2020-05-13,,,42.1686746987952,
Africa,,,,2020-05-14,,,39.5797082050596,
Africa,,,,2020-05-15,,,41.406659674882,
Africa,,,,2020-05-16,,,20.5925405468704,
Africa,,,,2020-05-17,,,16.4436481719948,
Africa,,,,2020-05-18,,,13.0248997678835,
Africa,,,,2020-05-19,,,11.2801733030741,
Africa,,,,2020-05-20,,,7.71087899093417,
Africa,,,,2020-05-21,,,7.65247410817032,
Africa,,,,2020-05-22,,,12.0660084364715,
Africa,,,,2020-05-23,,,22.7422800543795,
Africa,,,,2020-05-24,,,28.4546591018367,
Africa,,,,2020-05-25,,,26.4550758459743,
Africa,,,,2020-05-26,,,28.2920046349942,
Africa,,,,2020-05-27,,,29.527469008737,
Africa,,,,2020-05-28,,,31.600748262961,
Africa,,,,2020-05-29,,,21.7157511581734,
Africa,,,,2020-05-30,,,24.3552215189873,
Africa,,,,2020-05-31,,,25.2844737236113,
Africa,,,,2020-06-01,,,29.5057763998081,
Africa,,,,2020-06-02,,,32.6673651504751,
Africa,,,,2020-06-03,,,33.3839525356689,
Africa,,,,2020-06-04,,,27.400412901479,
Africa,,,,2020-06-05,,,37.7761163596819,
Africa,,,,2020-06-06,,,33.7913923084264,
Africa,,,,2020-06-07,,,25.4966986346389,
Africa,,,,2020-06-08,,,21.418189072876,
Africa,,,,2020-06-09,,,20.0539201002151,
Africa,,,,2020-06-10,,,20.977521247584,
Africa,,,,2020-06-11,,,26.0473394787876,
Africa,,,,2020-06-12,,,16.0450890434611,
Africa,,,,2020-06-13,,,14.7907750832144,
Africa,,,,2020-06-14,,,19.5000595167242,
Africa,,,,2020-06-15,,,25.6443359466692,
Africa,,,,2020-06-16,,,24.0943631620733,
Africa,,,,2020-06-17,,,21.6733782719076,
Africa,,,,2020-06-18,,,21.4360984656887,
Africa,,,,2020-06-19,,,24.8772504091653,
Africa,,,,2020-06-20,,,24.5997390277749,
Africa,,,,2020-06-21,,,24.970117140808,
Africa,,,,2020-06-22,,,17.589254021335,
Africa,,,,2020-06-23,,,16.9576105434405,
Africa,,,,2020-06-24,,,18.0951524417663,
Africa,,,,2020-06-25,,,17.7979485933459,
Africa,,,,2020-06-26,,,22.8200371057514,
Africa,,,,2020-06-27,,,22.0619036537119,
Africa,,,,2020-06-28,,,19.3926351028216,
Africa,,,,2020-06-29,,,21.7994343999237,
Africa,,,,2020-06-30,,,22.1914853713428,
Africa,,,,2020-07-01,,,22.8908689361054,
Africa,,,,2020-07-02,,,22.5771282081504,
Africa,,,,2020-07-03,,,17.6875744893151,
Africa,,,,2020-07-04,,,20.4330655045622,
Africa,,,,2020-07-05,,,22.802590293077,
Africa,,,,2020-07-06,,,24.3637739196222,
Africa,,,,2020-07-07,,,27.0429633040431,
Africa,,,,2020-07-08,,,28.8074463338456,
Africa,,,,2020-07-09,,,26.4838097069641,
Africa,,,,2020-07-10,,,29.0752581811331,
Africa,,,,2020-07-11,,,27.0484202908384,
Africa,,,,2020-07-12,,,25.1878268622313,
Africa,,,,2020-07-13,,,23.2313485279156,
Africa,,,,2020-07-14,,,19.8437468537946,
Africa,,,,2020-07-15,,,13.2747024353633,
Africa,,,,2020-07-16,,,15.3204348487152,
Africa,,,,2020-07-17,,,11.6310258000949,
Africa,,,,2020-07-18,,,10.4544564501486,
Africa,,,,2020-07-19,,,8.1779414446886,
Africa,,,,2020-07-20,,,7.5138309643374,
Africa,,,,2020-07-21,,,5.48909573574381,
Africa,,,,2020-07-22,,,5.03215174604792,
Africa,,,,2020-07-23,,,3.04316297773457,
Africa,,,,2020-07-24,,,2.29730061048863,
Africa,,,,2020-07-25,,,1.95729250604351,
Africa,,,,2020-07-26,,,0.966641242824462,
Africa,,,,2020-07-27,,,-0.410867809813331,
Africa,,,,2020-07-28,,,-1.66998486899738,
Africa,,,,2020-07-29,,,-0.0234538646307625,
Africa,,,,2020-07-30,,,-2.30153462298176,
Africa,,,,2020-07-31,,,-4.21979356405586,
Africa,,,,2020-08-01,,,-7.98473077318244,
Africa,,,,2020-08-02,,,-6.99592076909008,
Africa,,,,2020-08-03,,,-12.4380956923346,
Africa,,,,2020-08-04,,,-12.250451515716,
Africa,,,,2020-08-05,,,-15.2607225484962,
Africa,,,,2020-08-06,,,-16.2725404971801,
Africa,,,,2020-08-07,,,-17.1340395362416,
Africa,,,,2020-08-08,,,-17.9908267912666,
Africa,,,,2020-08-09,,,-22.6819196142304,
Africa,,,,2020-08-10,,,-17.3950541070521,
Africa,,,,2020-08-11,,,-18.3613759494956,
Africa,,,,2020-08-12,,,-17.1384113104159,
Africa,,,,2020-08-13,,,-21.1371701747011,
Africa,,,,2020-08-14,,,-22.9274872166526,
Africa,,,,2020-08-15,,,-20.4639715123586,
Africa,,,,2020-08-16,,,-18.4868188251946,
Africa,,,,2020-08-17,,,-22.2362651251223,
Africa,,,,2020-08-18,,,-19.7913015951975,
Africa,,,,2020-08-19,,,-19.7523041474654,
Africa,,,,2020-08-20,,,-9.76471463281598,
Africa,,,,2020-08-21,,,-4.71464019851117,
Africa,,,,2020-08-22,,,-7.30567150814448,
Africa,,,,2020-08-23,,,-6.71785549556394,
Africa,,,,2020-08-24,,,-5.21071822267447,
Africa,,,,2020-08-25,,,-5.06152480020297,
Africa,,,,2020-08-26,,,-1.47153829588688,
Africa,,,,2020-08-27,,,-10.9299226552733,
Africa,,,,2020-08-28,,,-14.2009320175439,
Africa,,,,2020-08-29,,,-14.1406105720739,
Africa,,,,2020-08-30,,,-14.1066286611791,
Africa,,,,2020-08-31,,,-11.2358545422016,
Africa,,,,2020-09-01,,,-15.2057723142704,
Africa,,,,2020-09-02,,,-17.3014716596241,
Africa,,,,2020-09-03,,,-13.4217629366854,
Africa,,,,2020-09-04,,,-13.1998913720666,
Africa,,,,2020-09-05,,,-12.3364053012128,
Africa,,,,2020-09-06,,,-8.04916867021096,
Africa,,,,2020-09-07,,,-9.36759889140841,
Africa,,,,2020-09-08,,,-4.93749343418426,
Africa,,,,2020-09-09,,,-4.80654027767989,
Africa,,,,2020-09-10,,,-3.27080327080327,
Africa,,,,2020-09-11,,,2.23424617196701,
Akrotiri and Dhekelia,OWID_AKD,2015,Asia,,,,,
Albania,ALB,2015,Europe,,,,,
Albania,ALB,,,2020-03-11,1.15833,,,
Albania,ALB,,,2020-03-12,0.9555,,,
Albania,ALB,,,2020-03-13,1.5984,,,
Albania,ALB,,,2020-03-14,1.91117,,,
Albania,ALB,,,2020-03-15,1.88629,,,
Albania,ALB,,,2020-03-16,1.98557,,,
Albania,ALB,,,2020-03-17,2.23371,,,
Albania,ALB,,,2020-03-18,2.23371,,,
Albania,ALB,,,2020-03-19,2.38271,,,
Albania,ALB,,,2020-03-20,2.333,,,
Albania,ALB,,,2020-03-21,1.83657,,,
Albania,ALB,,,2020-03-22,1.88629,,0,
Albania,ALB,,,2020-03-23,2.333,,17.5,
Albania,ALB,,,2020-03-24,2.43229,,8.88888888888888,
Albania,ALB,,,2020-03-25,3.37543,,51.1111111111111,
Albania,ALB,,,2020-03-26,4.31857,,81.25,
Albania,ALB,,,2020-03-27,5.16257,,121.276595744681,
Albania,ALB,,,2020-03-28,5.75829,,213.513513513514,
Albania,ALB,,,2020-03-29,6.00643,,218.421052631579,
Albania,ALB,,,2020-03-30,6.10571,,161.702127659574,
Albania,ALB,,,2020-03-31,6.10571,,151.020408163265,
Albania,ALB,,,2020-04-01,5.95686,,76.4705882352941,
Albania,ALB,,,2020-04-02,5.60943,,29.8850574712644,
Albania,ALB,,,2020-04-03,5.113,,-0.961538461538458,
Albania,ALB,,,2020-04-04,5.85757,,1.72413793103447,
Albania,ALB,,,2020-04-05,6.75114,,12.396694214876,
Albania,ALB,,,2020-04-06,7.39657,,21.1382113821138,
Albania,ALB,,,2020-04-07,7.64486,,25.2032520325203,
Albania,ALB,,,2020-04-08,6.94986,,16.6666666666667,
Albania,ALB,,,2020-04-09,6.99943,,24.7787610619469,
