Entity,Code,Date,Restrictions on gatherings (OxBSG)
Azerbaijan,AZE,2020-02-29,0
Azerbaijan,AZE,2020-03-01,0
Azerbaijan,AZE,2020-03-02,0
Azerbaijan,AZE,2020-03-03,0
Azerbaijan,AZE,2020-03-04,0
Azerbaijan,AZE,2020-03-05,0
Azerbaijan,AZE,2020-03-06,0
Azerbaijan,AZE,2020-03-07,0
Azerbaijan,AZE,2020-03-08,0
Azerbaijan,AZE,2020-03-09,0
Azerbaijan,AZE,2020-03-10,0
Azerbaijan,AZE,2020-03-11,0
Azerbaijan,AZE,2020-03-12,0
Azerbaijan,AZE,2020-03-13,0
Azerbaijan,AZE,2020-03-14,4
Azerbaijan,AZE,2020-03-15,4
Azerbaijan,AZE,2020-03-16,4
Azerbaijan,AZE,2020-03-17,4
Azerbaijan,AZE,2020-03-18,4
Azerbaijan,AZE,2020-03-19,4
Azerbaijan,AZE,2020-03-20,4
Azerbaijan,AZE,2020-03-21,4
Azerbaijan,AZE,2020-03-22,4
Azerbaijan,AZE,2020-03-23,4
Azerbaijan,AZE,2020-03-24,4
Azerbaijan,AZE,2020-03-25,4
Azerbaijan,AZE,2020-03-26,4
Azerbaijan,AZE,2020-03-27,4
Azerbaijan,AZE,2020-03-28,4
Azerbaijan,AZE,2020-03-29,4
Azerbaijan,AZE,2020-03-30,4
Azerbaijan,AZE,2020-03-31,4
Azerbaijan,AZE,2020-04-01,4
Azerbaijan,AZE,2020-04-02,4
Azerbaijan,AZE,2020-04-03,4
Azerbaijan,AZE,2020-04-04,4
Azerbaijan,AZE,2020-04-05,4
Azerbaijan,AZE,2020-04-06,4
Azerbaijan,AZE,2020-04-07,4
Azerbaijan,AZE,2020-04-08,4
Azerbaijan,AZE,2020-04-09,4
Azerbaijan,AZE,2020-04-10,4
Azerbaijan,AZE,2020-04-11,4
Azerbaijan,AZE,2020-04-12,4
Azerbaijan,AZE,2020-04-13,4
Azerbaijan,AZE,2020-04-14,4
Azerbaijan,AZE,2020-04-15,4
Azerbaijan,AZE,2020-04-16,4
Azerbaijan,AZE,2020-04-17,4
Azerbaijan,AZE,2020-04-18,4
Azerbaijan,AZE,2020-04-19,4
Azerbaijan,AZE,2020-04-20,4
Azerbaijan,AZE,2020-04-21,4
Azerbaijan,AZE,2020-04-22,4
Azerbaijan,AZE,2020-04-23,4
Azerbaijan,AZE,2020-04-24,4
Azerbaijan,AZE,2020-04-25,4
Azerbaijan,AZE,2020-04-26,4
Azerbaijan,AZE,2020-04-27,4
Azerbaijan,AZE,2020-04-28,4
Azerbaijan,AZE,2020-04-29,4
Azerbaijan,AZE,2020-04-30,4
Azerbaijan,AZE,2020-05-01,4
Azerbaijan,AZE,2020-05-02,4
Azerbaijan,AZE,2020-05-03,4
Azerbaijan,AZE,2020-05-04,4
Azerbaijan,AZE,2020-05-05,4
Azerbaijan,AZE,2020-05-06,4
Azerbaijan,AZE,2020-05-07,4
Azerbaijan,AZE,2020-05-08,4
Azerbaijan,AZE,2020-05-09,4
Azerbaijan,AZE,2020-05-10,4
Azerbaijan,AZE,2020-05-11,4
Azerbaijan,AZE,2020-05-12,4
Azerbaijan,AZE,2020-05-13,4
Azerbaijan,AZE,2020-05-14,4
Azerbaijan,AZE,2020-05-15,4
Azerbaijan,AZE,2020-05-16,4
Azerbaijan,AZE,2020-05-17,4
Azerbaijan,AZE,2020-05-18,4
Azerbaijan,AZE,2020-05-19,4
Azerbaijan,AZE,2020-05-20,4
Azerbaijan,AZE,2020-05-21,4
Azerbaijan,AZE,2020-05-22,4
Azerbaijan,AZE,2020-05-23,4
Azerbaijan,AZE,2020-05-24,4
Azerbaijan,AZE,2020-05-25,4
Azerbaijan,AZE,2020-05-26,4
Azerbaijan,AZE,2020-05-27,4
Azerbaijan,AZE,2020-05-28,4
Azerbaijan,AZE,2020-05-29,4
Azerbaijan,AZE,2020-05-30,4
Azerbaijan,AZE,2020-05-31,4
Azerbaijan,AZE,2020-06-01,4
Azerbaijan,AZE,2020-06-02,4
Azerbaijan,AZE,2020-06-03,4
Azerbaijan,AZE,2020-06-04,4
Azerbaijan,AZE,2020-06-05,4
Azerbaijan,AZE,2020-06-06,4
Azerbaijan,AZE,2020-06-07,4
Azerbaijan,AZE,2020-06-08,4
Azerbaijan,AZE,2020-06-09,4
Azerbaijan,AZE,2020-06-10,4
Azerbaijan,AZE,2020-06-11,4
Azerbaijan,AZE,2020-06-12,4
Azerbaijan,AZE,2020-06-13,4
Azerbaijan,AZE,2020-06-14,4
Azerbaijan,AZE,2020-06-15,4
Azerbaijan,AZE,2020-06-16,4
Azerbaijan,AZE,2020-06-17,4
Azerbaijan,AZE,2020-06-18,4
Azerbaijan,AZE,2020-06-19,4
Azerbaijan,AZE,2020-06-20,4
Azerbaijan,AZE,2020-06-21,4
Azerbaijan,AZE,2020-06-22,4
Azerbaijan,AZE,2020-06-23,4
Azerbaijan,AZE,2020-06-24,4
Azerbaijan,AZE,2020-06-25,4
Azerbaijan,AZE,2020-06-26,4
Azerbaijan,AZE,2020-06-27,4
Azerbaijan,AZE,2020-06-28,4
Azerbaijan,AZE,2020-06-29,4
Azerbaijan,AZE,2020-06-30,4
Azerbaijan,AZE,2020-07-01,4
Azerbaijan,AZE,2020-07-02,4
Azerbaijan,AZE,2020-07-03,4
Azerbaijan,AZE,2020-07-04,4
Azerbaijan,AZE,2020-07-05,4
Azerbaijan,AZE,2020-07-06,4
Azerbaijan,AZE,2020-07-07,4
Azerbaijan,AZE,2020-07-08,4
Azerbaijan,AZE,2020-07-09,4
Azerbaijan,AZE,2020-07-10,4
Azerbaijan,AZE,2020-07-11,4
Azerbaijan,AZE,2020-07-12,4
Azerbaijan,AZE,2020-07-13,4
Azerbaijan,AZE,2020-07-14,4
Azerbaijan,AZE,2020-07-15,4
Azerbaijan,AZE,2020-07-16,4
Azerbaijan,AZE,2020-07-17,4
Azerbaijan,AZE,2020-07-18,4
Azerbaijan,AZE,2020-07-19,4
Azerbaijan,AZE,2020-07-20,4
Azerbaijan,AZE,2020-07-21,4
Azerbaijan,AZE,2020-07-22,4
Azerbaijan,AZE,2020-07-23,4
Azerbaijan,AZE,2020-07-24,4
Azerbaijan,AZE,2020-07-25,4
Azerbaijan,AZE,2020-07-26,4
Azerbaijan,AZE,2020-07-27,4
Azerbaijan,AZE,2020-07-28,4
Azerbaijan,AZE,2020-07-29,4
Azerbaijan,AZE,2020-07-30,4
Azerbaijan,AZE,2020-07-31,4
Azerbaijan,AZE,2020-08-01,4
Azerbaijan,AZE,2020-08-02,4
Azerbaijan,AZE,2020-08-03,4
Azerbaijan,AZE,2020-08-04,4
Azerbaijan,AZE,2020-08-05,4
Azerbaijan,AZE,2020-08-06,4
Azerbaijan,AZE,2020-08-07,4
Azerbaijan,AZE,2020-08-08,4
Azerbaijan,AZE,2020-08-09,4
Azerbaijan,AZE,2020-08-10,4
Azerbaijan,AZE,2020-08-11,4
Azerbaijan,AZE,2020-08-12,4
Azerbaijan,AZE,2020-08-13,4
Azerbaijan,AZE,2020-08-14,4
Azerbaijan,AZE,2020-08-15,4
Azerbaijan,AZE,2020-08-16,4
Azerbaijan,AZE,2020-08-17,4
Azerbaijan,AZE,2020-08-18,4
Azerbaijan,AZE,2020-08-19,4
Azerbaijan,AZE,2020-08-20,4
Azerbaijan,AZE,2020-08-21,4
Azerbaijan,AZE,2020-08-22,4
Azerbaijan,AZE,2020-08-23,4
Azerbaijan,AZE,2020-08-24,4
Azerbaijan,AZE,2020-08-25,4
Azerbaijan,AZE,2020-08-26,4
Azerbaijan,AZE,2020-08-27,4
Azerbaijan,AZE,2020-08-28,4
Azerbaijan,AZE,2020-08-29,4
Azerbaijan,AZE,2020-08-30,4
Azerbaijan,AZE,2020-08-31,4
Azerbaijan,AZE,2020-09-01,4
Azerbaijan,AZE,2020-09-02,4
Azerbaijan,AZE,2020-09-03,4
Azerbaijan,AZE,2020-09-04,4
Azerbaijan,AZE,2020-09-05,4
Bahrain,BHR,2020-01-01,0
Bahrain,BHR,2020-01-02,0
Bahrain,BHR,2020-01-03,0
Bahrain,BHR,2020-01-04,0
Bahrain,BHR,2020-01-05,0
Bahrain,BHR,2020-01-06,0
Bahrain,BHR,2020-01-07,0
Bahrain,BHR,2020-01-08,0
Bahrain,BHR,2020-01-09,0
Bahrain,BHR,2020-01-10,0
Bahrain,BHR,2020-01-11,0
Bahrain,BHR,2020-01-12,0
Bahrain,BHR,2020-01-13,0
Bahrain,BHR,2020-01-14,0
Bahrain,BHR,2020-01-15,0
Bahrain,BHR,2020-01-16,0
Bahrain,BHR,2020-01-17,0
Bahrain,BHR,2020-01-18,0
Bahrain,BHR,2020-01-19,0
Bahrain,BHR,2020-01-20,0
Bahrain,BHR,2020-01-21,0
Bahrain,BHR,2020-01-22,0
Bahrain,BHR,2020-01-23,0
Bahrain,BHR,2020-01-24,0
Bahrain,BHR,2020-01-25,0
Bahrain,BHR,2020-01-26,0
Bahrain,BHR,2020-01-27,0
Bahrain,BHR,2020-01-28,0
Bahrain,BHR,2020-01-29,0
Bahrain,BHR,2020-01-30,0
Bahrain,BHR,2020-01-31,0
Bahrain,BHR,2020-02-01,0
Bahrain,BHR,2020-02-02,0
Bahrain,BHR,2020-02-03,0
Bahrain,BHR,2020-02-04,0
Bahrain,BHR,2020-02-05,0
Bahrain,BHR,2020-02-06,0
Bahrain,BHR,2020-02-07,0
Bahrain,BHR,2020-02-08,0
Bahrain,BHR,2020-02-09,0
Bahrain,BHR,2020-02-10,0
Bahrain,BHR,2020-02-11,0
Bahrain,BHR,2020-02-12,0
Bahrain,BHR,2020-02-13,0
Bahrain,BHR,2020-02-14,0
Bahrain,BHR,2020-02-15,0
Bahrain,BHR,2020-02-16,0
Bahrain,BHR,2020-02-17,0
Bahrain,BHR,2020-02-18,0
Bahrain,BHR,2020-02-19,0
Bahrain,BHR,2020-02-20,0
Bahrain,BHR,2020-02-21,0
Bahrain,BHR,2020-02-22,0
Bahrain,BHR,2020-02-23,0
Bahrain,BHR,2020-02-24,0
Bahrain,BHR,2020-02-25,0
Bahrain,BHR,2020-02-26,0
Bahrain,BHR,2020-02-27,0
Bahrain,BHR,2020-02-28,0
Bahrain,BHR,2020-02-29,0
Bahrain,BHR,2020-03-01,0
Bahrain,BHR,2020-03-02,0
Bahrain,BHR,2020-03-03,0
Bahrain,BHR,2020-03-04,0
Bahrain,BHR,2020-03-05,0
Bahrain,BHR,2020-03-06,0
Bahrain,BHR,2020-03-07,0
Bahrain,BHR,2020-03-08,0
Bahrain,BHR,2020-03-09,0
Bahrain,BHR,2020-03-10,0
Bahrain,BHR,2020-03-11,0
Bahrain,BHR,2020-03-12,0
Bahrain,BHR,2020-03-13,0
Bahrain,BHR,2020-03-14,0
Bahrain,BHR,2020-03-15,0
Bahrain,BHR,2020-03-16,0
Bahrain,BHR,2020-03-17,0
Bahrain,BHR,2020-03-18,3
Bahrain,BHR,2020-03-19,3
Bahrain,BHR,2020-03-20,3
Bahrain,BHR,2020-03-21,3
Bahrain,BHR,2020-03-22,4
Bahrain,BHR,2020-03-23,4
Bahrain,BHR,2020-03-24,4
Bahrain,BHR,2020-03-25,4
Bahrain,BHR,2020-03-26,4
Bahrain,BHR,2020-03-27,4
Bahrain,BHR,2020-03-28,4
Bahrain,BHR,2020-03-29,4
Bahrain,BHR,2020-03-30,4
Bahrain,BHR,2020-03-31,4
Bahrain,BHR,2020-04-01,4
Bahrain,BHR,2020-04-02,4
Bahrain,BHR,2020-04-03,4
Bahrain,BHR,2020-04-04,4
Bahrain,BHR,2020-04-05,4
Bahrain,BHR,2020-04-06,4
Bahrain,BHR,2020-04-07,4
Bahrain,BHR,2020-04-08,4
Bahrain,BHR,2020-04-09,4
Bahrain,BHR,2020-04-10,4
Bahrain,BHR,2020-04-11,4
Bahrain,BHR,2020-04-12,4
Bahrain,BHR,2020-04-13,4
Bahrain,BHR,2020-04-14,4
Bahrain,BHR,2020-04-15,4
Bahrain,BHR,2020-04-16,4
Bahrain,BHR,2020-04-17,4
Bahrain,BHR,2020-04-18,4
Bahrain,BHR,2020-04-19,4
Bahrain,BHR,2020-04-20,4
Bahrain,BHR,2020-04-21,4
Bahrain,BHR,2020-04-22,4
Bahrain,BHR,2020-04-23,4
Bahrain,BHR,2020-04-24,4
Bahrain,BHR,2020-04-25,4
Bahrain,BHR,2020-04-26,4
Bahrain,BHR,2020-04-27,4
Bahrain,BHR,2020-04-28,4
Bahrain,BHR,2020-04-29,4
Bahrain,BHR,2020-04-30,4
Bahrain,BHR,2020-05-01,4
Bahrain,BHR,2020-05-02,4
Bahrain,BHR,2020-05-03,4
Bahrain,BHR,2020-05-04,4
Bahrain,BHR,2020-05-05,4
Bahrain,BHR,2020-05-06,4
Bahrain,BHR,2020-05-07,4
Bahrain,BHR,2020-05-08,4
Bahrain,BHR,2020-05-09,4
Bahrain,BHR,2020-05-10,4
Bahrain,BHR,2020-05-11,4
Bahrain,BHR,2020-05-12,4
Bahrain,BHR,2020-05-13,4
Bahrain,BHR,2020-05-14,4
Bahrain,BHR,2020-05-15,4
Bahrain,BHR,2020-05-16,4
Bahrain,BHR,2020-05-17,4
Bahrain,BHR,2020-05-18,4
Bahrain,BHR,2020-05-19,4
Bahrain,BHR,2020-05-20,4
Bahrain,BHR,2020-05-21,4
Bahrain,BHR,2020-05-22,4
Bahrain,BHR,2020-05-23,4
Bahrain,BHR,2020-05-24,4
Bahrain,BHR,2020-05-25,4
Bahrain,BHR,2020-05-26,4
Bahrain,BHR,2020-05-27,4
Bahrain,BHR,2020-05-28,4
Bahrain,BHR,2020-05-29,4
Bahrain,BHR,2020-05-30,4
Bahrain,BHR,2020-05-31,4
Bahrain,BHR,2020-06-01,4
Bahrain,BHR,2020-06-02,4
Bahrain,BHR,2020-06-03,4
Bahrain,BHR,2020-06-04,4
Bahrain,BHR,2020-06-05,4
Bahrain,BHR,2020-06-06,4
Bahrain,BHR,2020-06-07,4
Bahrain,BHR,2020-06-08,4
Bahrain,BHR,2020-06-09,4
Bahrain,BHR,2020-06-10,4
Bahrain,BHR,2020-06-11,4
Bahrain,BHR,2020-06-12,4
Bahrain,BHR,2020-06-13,4
Bahrain,BHR,2020-06-14,4
Bahrain,BHR,2020-06-15,4
Bahrain,BHR,2020-06-16,4
Bahrain,BHR,2020-06-17,4
Bahrain,BHR,2020-06-18,4
Bahrain,BHR,2020-06-19,4
Bahrain,BHR,2020-06-20,4
Bahrain,BHR,2020-06-21,4
Bahrain,BHR,2020-06-22,4
Bahrain,BHR,2020-06-23,4
Bahrain,BHR,2020-06-24,4
Bahrain,BHR,2020-06-25,4
Bahrain,BHR,2020-06-26,4
Bahrain,BHR,2020-06-27,4
Bahrain,BHR,2020-06-28,4
Bahrain,BHR,2020-06-29,4
Bahrain,BHR,2020-06-30,4
Bahrain,BHR,2020-07-01,4
Bahrain,BHR,2020-07-02,4
Bahrain,BHR,2020-07-03,4
Bahrain,BHR,2020-07-04,4
Bahrain,BHR,2020-07-05,4
Bahrain,BHR,2020-07-06,4
Bahrain,BHR,2020-07-07,4
Bahrain,BHR,2020-07-08,4
Bahrain,BHR,2020-07-09,4
Bahrain,BHR,2020-07-10,4
Bahrain,BHR,2020-07-11,4
Bahrain,BHR,2020-07-12,4
Bahrain,BHR,2020-07-13,4
Bahrain,BHR,2020-07-14,4
Bahrain,BHR,2020-07-15,4
Bahrain,BHR,2020-07-16,4
Bahrain,BHR,2020-07-17,4
Bahrain,BHR,2020-07-18,4
Bahrain,BHR,2020-07-19,4
Bahrain,BHR,2020-07-20,4
Bahrain,BHR,2020-07-21,4
Bahrain,BHR,2020-07-22,4
Bahrain,BHR,2020-07-23,4
Bahrain,BHR,2020-07-24,4
Bahrain,BHR,2020-07-25,4
Bahrain,BHR,2020-07-26,4
Bahrain,BHR,2020-07-27,4
Bahrain,BHR,2020-07-28,4
Bahrain,BHR,2020-07-29,4
Bahrain,BHR,2020-07-30,4
Bahrain,BHR,2020-07-31,4
Bahrain,BHR,2020-08-01,4
Bahrain,BHR,2020-08-02,4
Bahrain,BHR,2020-08-03,4
Bahrain,BHR,2020-08-04,4
Bahrain,BHR,2020-08-05,4
Bahrain,BHR,2020-08-06,4
Bahrain,BHR,2020-08-07,4
Bahrain,BHR,2020-08-08,4
Bahrain,BHR,2020-08-09,4
Bahrain,BHR,2020-08-10,4
Bahrain,BHR,2020-08-11,4
Bahrain,BHR,2020-08-12,4
Bahrain,BHR,2020-08-13,4
Bahrain,BHR,2020-08-14,4
Bahrain,BHR,2020-08-15,4
Bahrain,BHR,2020-08-16,4
Bahrain,BHR,2020-08-17,4
Bahrain,BHR,2020-08-18,4
Bahrain,BHR,2020-08-19,4
Bahrain,BHR,2020-08-20,4
Bahrain,BHR,2020-08-21,4
Bahrain,BHR,2020-08-22,4
Bahrain,BHR,2020-08-23,4
Bahrain,BHR,2020-08-24,4
Bahrain,BHR,2020-08-25,4
Bahrain,BHR,2020-08-26,4
Bahrain,BHR,2020-08-27,4
Bahrain,BHR,2020-08-28,4
Bahrain,BHR,2020-08-29,4
Bahrain,BHR,2020-08-30,4
Bahrain,BHR,2020-08-31,4
Bahrain,BHR,2020-09-01,4
Bahrain,BHR,2020-09-02,4
Bahrain,BHR,2020-09-03,4
Bangladesh,BGD,2020-01-01,0
Bangladesh,BGD,2020-01-02,0
Bangladesh,BGD,2020-01-03,0
Bangladesh,BGD,2020-01-04,0
Bangladesh,BGD,2020-01-05,0
Bangladesh,BGD,2020-01-06,0
Bangladesh,BGD,2020-01-07,0
Bangladesh,BGD,2020-01-08,0
Bangladesh,BGD,2020-01-09,0
Bangladesh,BGD,2020-01-10,0
Bangladesh,BGD,2020-01-11,0
Bangladesh,BGD,2020-01-12,0
Bangladesh,BGD,2020-01-13,0
Bangladesh,BGD,2020-01-14,0
Bangladesh,BGD,2020-01-15,0
Bangladesh,BGD,2020-01-16,0
Bangladesh,BGD,2020-01-17,0
Bangladesh,BGD,2020-01-18,0
Bangladesh,BGD,2020-01-19,0
Bangladesh,BGD,2020-01-20,0
Bangladesh,BGD,2020-01-21,0
Bangladesh,BGD,2020-01-22,0
Bangladesh,BGD,2020-01-23,0
Bangladesh,BGD,2020-01-24,0
Bangladesh,BGD,2020-01-25,0
Bangladesh,BGD,2020-01-26,0
Bangladesh,BGD,2020-01-27,0
Bangladesh,BGD,2020-01-28,0
Bangladesh,BGD,2020-01-29,0
Bangladesh,BGD,2020-01-30,0
Bangladesh,BGD,2020-01-31,0
Bangladesh,BGD,2020-02-01,0
Bangladesh,BGD,2020-02-02,0
Bangladesh,BGD,2020-02-03,0
Bangladesh,BGD,2020-02-04,0
Bangladesh,BGD,2020-02-05,0
Bangladesh,BGD,2020-02-06,0
Bangladesh,BGD,2020-02-07,0
Bangladesh,BGD,2020-02-08,0
Bangladesh,BGD,2020-02-09,0
Bangladesh,BGD,2020-02-10,0
Bangladesh,BGD,2020-02-11,0
Bangladesh,BGD,2020-02-12,0
Bangladesh,BGD,2020-02-13,0
Bangladesh,BGD,2020-02-14,0
Bangladesh,BGD,2020-02-15,0
Bangladesh,BGD,2020-02-16,0
Bangladesh,BGD,2020-02-17,0
Bangladesh,BGD,2020-02-18,0
Bangladesh,BGD,2020-02-19,0
Bangladesh,BGD,2020-02-20,0
Bangladesh,BGD,2020-02-21,0
Bangladesh,BGD,2020-02-22,0
Bangladesh,BGD,2020-02-23,0
Bangladesh,BGD,2020-02-24,0
Bangladesh,BGD,2020-02-25,0
Bangladesh,BGD,2020-02-26,0
Bangladesh,BGD,2020-02-27,0
Bangladesh,BGD,2020-02-28,0
Bangladesh,BGD,2020-02-29,0
Bangladesh,BGD,2020-03-01,0
Bangladesh,BGD,2020-03-02,0
Bangladesh,BGD,2020-03-03,0
Bangladesh,BGD,2020-03-04,0
Bangladesh,BGD,2020-03-05,0
Bangladesh,BGD,2020-03-06,0
Bangladesh,BGD,2020-03-07,0
Bangladesh,BGD,2020-03-08,0
Bangladesh,BGD,2020-03-09,0
Bangladesh,BGD,2020-03-10,0
Bangladesh,BGD,2020-03-11,0
Bangladesh,BGD,2020-03-12,0
Bangladesh,BGD,2020-03-13,0
Bangladesh,BGD,2020-03-14,0
Bangladesh,BGD,2020-03-15,0
Bangladesh,BGD,2020-03-16,0
Bangladesh,BGD,2020-03-17,0
Bangladesh,BGD,2020-03-18,0
Bangladesh,BGD,2020-03-19,4
Bangladesh,BGD,2020-03-20,4
Bangladesh,BGD,2020-03-21,4
Bangladesh,BGD,2020-03-22,4
Bangladesh,BGD,2020-03-23,4
Bangladesh,BGD,2020-03-24,4
Bangladesh,BGD,2020-03-25,4
Bangladesh,BGD,2020-03-26,4
Bangladesh,BGD,2020-03-27,4
Bangladesh,BGD,2020-03-28,4
Bangladesh,BGD,2020-03-29,4
Bangladesh,BGD,2020-03-30,4
Bangladesh,BGD,2020-03-31,4
Bangladesh,BGD,2020-04-01,4
Bangladesh,BGD,2020-04-02,4
Bangladesh,BGD,2020-04-03,4
Bangladesh,BGD,2020-04-04,4
Bangladesh,BGD,2020-04-05,4
Bangladesh,BGD,2020-04-06,4
Bangladesh,BGD,2020-04-07,4
Bangladesh,BGD,2020-04-08,4
Bangladesh,BGD,2020-04-09,4
Bangladesh,BGD,2020-04-10,4
Bangladesh,BGD,2020-04-11,4
Bangladesh,BGD,2020-04-12,4
Bangladesh,BGD,2020-04-13,4
Bangladesh,BGD,2020-04-14,4
Bangladesh,BGD,2020-04-15,4
Bangladesh,BGD,2020-04-16,4
Bangladesh,BGD,2020-04-17,4
Bangladesh,BGD,2020-04-18,4
Bangladesh,BGD,2020-04-19,4
Bangladesh,BGD,2020-04-20,4
Bangladesh,BGD,2020-04-21,4
Bangladesh,BGD,2020-04-22,4
Bangladesh,BGD,2020-04-23,4
Bangladesh,BGD,2020-04-24,4
Bangladesh,BGD,2020-04-25,4
Bangladesh,BGD,2020-04-26,4
Bangladesh,BGD,2020-04-27,4
Bangladesh,BGD,2020-04-28,4
Bangladesh,BGD,2020-04-29,4
Bangladesh,BGD,2020-04-30,4
Bangladesh,BGD,2020-05-01,4
Bangladesh,BGD,2020-05-02,4
Bangladesh,BGD,2020-05-03,4
Bangladesh,BGD,2020-05-04,4
Bangladesh,BGD,2020-05-05,4
Bangladesh,BGD,2020-05-06,4
Bangladesh,BGD,2020-05-07,4
Bangladesh,BGD,2020-05-08,4
Bangladesh,BGD,2020-05-09,4
Bangladesh,BGD,2020-05-10,4
Bangladesh,BGD,2020-05-11,4
Bangladesh,BGD,2020-05-12,4
Bangladesh,BGD,2020-05-13,4
Bangladesh,BGD,2020-05-14,4
Bangladesh,BGD,2020-05-15,4
Bangladesh,BGD,2020-05-16,4
Bangladesh,BGD,2020-05-17,4
Bangladesh,BGD,2020-05-18,4
Bangladesh,BGD,2020-05-19,4
Bangladesh,BGD,2020-05-20,4
Bangladesh,BGD,2020-05-21,4
Bangladesh,BGD,2020-05-22,4
Bangladesh,BGD,2020-05-23,4
Bangladesh,BGD,2020-05-24,4
Bangladesh,BGD,2020-05-25,4
Bangladesh,BGD,2020-05-26,4
Bangladesh,BGD,2020-05-27,4
Bangladesh,BGD,2020-05-28,4
Bangladesh,BGD,2020-05-29,4
Bangladesh,BGD,2020-05-30,4
Bangladesh,BGD,2020-05-31,3
Bangladesh,BGD,2020-06-01,3
Bangladesh,BGD,2020-06-02,3
Bangladesh,BGD,2020-06-03,3
Bangladesh,BGD,2020-06-04,3
Bangladesh,BGD,2020-06-05,3
Bangladesh,BGD,2020-06-06,3
Bangladesh,BGD,2020-06-07,3
Bangladesh,BGD,2020-06-08,3
Bangladesh,BGD,2020-06-09,3
Bangladesh,BGD,2020-06-10,3
Bangladesh,BGD,2020-06-11,3
Bangladesh,BGD,2020-06-12,3
Bangladesh,BGD,2020-06-13,3
Bangladesh,BGD,2020-06-14,3
Bangladesh,BGD,2020-06-15,3
Bangladesh,BGD,2020-06-16,4
Bangladesh,BGD,2020-06-17,4
Bangladesh,BGD,2020-06-18,4
Bangladesh,BGD,2020-06-19,4
Bangladesh,BGD,2020-06-20,4
Bangladesh,BGD,2020-06-21,4
Bangladesh,BGD,2020-06-22,4
Bangladesh,BGD,2020-06-23,4
Bangladesh,BGD,2020-06-24,4
Bangladesh,BGD,2020-06-25,4
Bangladesh,BGD,2020-06-26,4
Bangladesh,BGD,2020-06-27,4
Bangladesh,BGD,2020-06-28,4
Bangladesh,BGD,2020-06-29,4
Bangladesh,BGD,2020-06-30,4
Bangladesh,BGD,2020-07-01,4
Bangladesh,BGD,2020-07-02,4
Bangladesh,BGD,2020-07-03,4
Bangladesh,BGD,2020-07-04,4
Bangladesh,BGD,2020-07-05,4
Bangladesh,BGD,2020-07-06,4
Bangladesh,BGD,2020-07-07,4
Bangladesh,BGD,2020-07-08,4
Bangladesh,BGD,2020-07-09,4
Bangladesh,BGD,2020-07-10,4
Bangladesh,BGD,2020-07-11,4
Bangladesh,BGD,2020-07-12,4
Bangladesh,BGD,2020-07-13,4
Bangladesh,BGD,2020-07-14,4
Bangladesh,BGD,2020-07-15,4
Bangladesh,BGD,2020-07-16,4
Bangladesh,BGD,2020-07-17,4
Bangladesh,BGD,2020-07-18,4
Bangladesh,BGD,2020-07-19,4
Bangladesh,BGD,2020-07-20,4
Bangladesh,BGD,2020-07-21,4
Bangladesh,BGD,2020-07-22,4
Bangladesh,BGD,2020-07-23,4
Bangladesh,BGD,2020-07-24,4
Bangladesh,BGD,2020-07-25,4
Bangladesh,BGD,2020-07-26,4
Bangladesh,BGD,2020-07-27,4
Bangladesh,BGD,2020-07-28,4
Bangladesh,BGD,2020-07-29,4
Bangladesh,BGD,2020-07-30,4
Bangladesh,BGD,2020-07-31,4
Bangladesh,BGD,2020-08-01,4
Bangladesh,BGD,2020-08-02,4
Bangladesh,BGD,2020-08-03,4
Bangladesh,BGD,2020-08-04,4
Bangladesh,BGD,2020-08-05,4
Bangladesh,BGD,2020-08-06,4
Bangladesh,BGD,2020-08-07,4
Bangladesh,BGD,2020-08-08,4
Bangladesh,BGD,2020-08-09,4
Bangladesh,BGD,2020-08-10,4
Bangladesh,BGD,2020-08-11,4
Bangladesh,BGD,2020-08-12,4
Bangladesh,BGD,2020-08-13,4
Bangladesh,BGD,2020-08-14,4
Bangladesh,BGD,2020-08-15,4
Bangladesh,BGD,2020-08-16,4
Bangladesh,BGD,2020-08-17,4
Bangladesh,BGD,2020-08-18,4
Bangladesh,BGD,2020-08-19,4
Bangladesh,BGD,2020-08-20,4
Bangladesh,BGD,2020-08-21,4
Bangladesh,BGD,2020-08-22,4
Bangladesh,BGD,2020-08-23,4
Bangladesh,BGD,2020-08-24,4
Bangladesh,BGD,2020-08-25,4
Bangladesh,BGD,2020-08-26,4
Bangladesh,BGD,2020-08-27,4
Bangladesh,BGD,2020-08-28,4
Bangladesh,BGD,2020-08-29,4
Bangladesh,BGD,2020-08-30,4
Bangladesh,BGD,2020-08-31,4
Bangladesh,BGD,2020-09-01,4
Bangladesh,BGD,2020-09-02,4
Barbados,BRB,2020-01-01,0
Barbados,BRB,2020-01-02,0
Barbados,BRB,2020-01-03,0
Barbados,BRB,2020-01-04,0
Barbados,BRB,2020-01-05,0
Barbados,BRB,2020-01-06,0
Barbados,BRB,2020-01-07,0
Barbados,BRB,2020-01-08,0
Barbados,BRB,2020-01-09,0
Barbados,BRB,2020-01-10,0
Barbados,BRB,2020-01-11,0
Barbados,BRB,2020-01-12,0
Barbados,BRB,2020-01-13,0
Barbados,BRB,2020-01-14,0
Barbados,BRB,2020-01-15,0
Barbados,BRB,2020-01-16,0
Barbados,BRB,2020-01-17,0
Barbados,BRB,2020-01-18,0
Barbados,BRB,2020-01-19,0
Barbados,BRB,2020-01-20,0
