Entity,Code,Date,Weekly death growth (%),Weekly death growth (%) Annotations
Afghanistan,AFG,2020-03-31,200,
Afghanistan,AFG,2020-04-01,200,
Afghanistan,AFG,2020-04-02,200,
Afghanistan,AFG,2020-04-03,200,
Afghanistan,AFG,2020-04-04,0,
Afghanistan,AFG,2020-04-05,-33.3333333333333,
Afghanistan,AFG,2020-04-06,-25,
Afghanistan,AFG,2020-04-07,0,
Afghanistan,AFG,2020-04-08,133.333333333333,
Afghanistan,AFG,2020-04-09,233.333333333333,
Afghanistan,AFG,2020-04-10,266.666666666667,
Afghanistan,AFG,2020-04-11,450,
Afghanistan,AFG,2020-04-12,550,
Afghanistan,AFG,2020-04-13,266.666666666667,
Afghanistan,AFG,2020-04-14,366.666666666667,
Afghanistan,AFG,2020-04-15,71.4285714285714,
Afghanistan,AFG,2020-04-16,10,
Afghanistan,AFG,2020-04-17,27.2727272727273,
Afghanistan,AFG,2020-04-18,36.3636363636364,
Afghanistan,AFG,2020-04-19,-7.69230769230769,
Afghanistan,AFG,2020-04-20,36.3636363636364,
Afghanistan,AFG,2020-04-21,0,
Afghanistan,AFG,2020-04-22,8.33333333333333,
Afghanistan,AFG,2020-04-23,36.3636363636364,
Afghanistan,AFG,2020-04-24,-7.14285714285714,
Afghanistan,AFG,2020-04-25,-13.3333333333333,
Afghanistan,AFG,2020-04-26,41.6666666666667,
Afghanistan,AFG,2020-04-27,60,
Afghanistan,AFG,2020-04-28,57.1428571428571,
Afghanistan,AFG,2020-04-29,84.6153846153846,
Afghanistan,AFG,2020-04-30,33.3333333333333,
Afghanistan,AFG,2020-05-01,69.2307692307692,
Afghanistan,AFG,2020-05-02,92.3076923076923,
Afghanistan,AFG,2020-05-03,47.0588235294118,
Afghanistan,AFG,2020-05-04,16.6666666666667,
Afghanistan,AFG,2020-05-05,50,
Afghanistan,AFG,2020-05-06,45.8333333333333,
Afghanistan,AFG,2020-05-07,120,
Afghanistan,AFG,2020-05-08,90.9090909090909,
Afghanistan,AFG,2020-05-09,64,
Afghanistan,AFG,2020-05-10,72,
Afghanistan,AFG,2020-05-11,25,
Afghanistan,AFG,2020-05-12,-3.03030303030303,
Afghanistan,AFG,2020-05-13,-8.57142857142857,
Afghanistan,AFG,2020-05-14,-40.9090909090909,
Afghanistan,AFG,2020-05-15,-28.5714285714286,
Afghanistan,AFG,2020-05-16,43.9024390243902,
Afghanistan,AFG,2020-05-17,23.2558139534884,
Afghanistan,AFG,2020-05-18,40,
Afghanistan,AFG,2020-05-19,59.375,
Afghanistan,AFG,2020-05-20,59.375,
Afghanistan,AFG,2020-05-21,119.230769230769,
Afghanistan,AFG,2020-05-22,90,
Afghanistan,AFG,2020-05-23,-37.2881355932203,
Afghanistan,AFG,2020-05-24,-9.43396226415094,
Afghanistan,AFG,2020-05-25,0,
Afghanistan,AFG,2020-05-26,-9.80392156862745,
Afghanistan,AFG,2020-05-27,-17.6470588235294,
Afghanistan,AFG,2020-05-28,-29.8245614035088,
Afghanistan,AFG,2020-05-29,-26.3157894736842,
Afghanistan,AFG,2020-05-30,10.8108108108108,
Afghanistan,AFG,2020-05-31,-31.25,
Afghanistan,AFG,2020-06-01,-20.4081632653061,
Afghanistan,AFG,2020-06-02,0,
Afghanistan,AFG,2020-06-03,19.047619047619,
Afghanistan,AFG,2020-06-04,67.5,
Afghanistan,AFG,2020-06-05,54.7619047619048,
Afghanistan,AFG,2020-06-06,53.6585365853659,
Afghanistan,AFG,2020-06-07,136.363636363636,
Afghanistan,AFG,2020-06-08,156.410256410256,
Afghanistan,AFG,2020-06-09,126.086956521739,
Afghanistan,AFG,2020-06-10,128,
Afghanistan,AFG,2020-06-11,65.6716417910448,
Afghanistan,AFG,2020-06-12,93.8461538461539,
Afghanistan,AFG,2020-06-13,117.460317460317,
Afghanistan,AFG,2020-06-14,58.974358974359,
Afghanistan,AFG,2020-06-15,14,
Afghanistan,AFG,2020-06-16,4.80769230769231,
Afghanistan,AFG,2020-06-17,-6.14035087719298,
Afghanistan,AFG,2020-06-18,-10.8108108108108,
Afghanistan,AFG,2020-06-19,-4.76190476190477,
Afghanistan,AFG,2020-06-20,-25.5474452554744,
Afghanistan,AFG,2020-06-21,-4.83870967741935,
Afghanistan,AFG,2020-06-22,-3.50877192982456,
Afghanistan,AFG,2020-06-23,10.0917431192661,
Afghanistan,AFG,2020-06-24,18.6915887850467,
Afghanistan,AFG,2020-06-25,36.3636363636364,
Afghanistan,AFG,2020-06-26,7.5,
Afghanistan,AFG,2020-06-27,32.3529411764706,
Afghanistan,AFG,2020-06-28,13.5593220338983,
Afghanistan,AFG,2020-06-29,27.2727272727273,
Afghanistan,AFG,2020-06-30,12.5,
Afghanistan,AFG,2020-07-01,0.787401574803148,
Afghanistan,AFG,2020-07-02,0,
Afghanistan,AFG,2020-07-03,2.32558139534884,
Afghanistan,AFG,2020-07-04,0.740740740740731,
Afghanistan,AFG,2020-07-05,-8.2089552238806,
Afghanistan,AFG,2020-07-06,2.14285714285714,
Afghanistan,AFG,2020-07-07,38.5185185185185,
Afghanistan,AFG,2020-07-08,48.4375,
Afghanistan,AFG,2020-07-09,20.7407407407407,
Afghanistan,AFG,2020-07-10,13.6363636363636,
Afghanistan,AFG,2020-07-11,28.6764705882353,
Afghanistan,AFG,2020-07-12,49.5934959349593,
Afghanistan,AFG,2020-07-13,2.0979020979021,
Afghanistan,AFG,2020-07-14,-50.8021390374332,
Afghanistan,AFG,2020-07-15,-42.6315789473684,
Afghanistan,AFG,2020-07-16,-3.68098159509203,
Afghanistan,AFG,2020-07-17,5.33333333333332,
Afghanistan,AFG,2020-07-18,-12.5714285714286,
Afghanistan,AFG,2020-07-19,-16.3043478260869,
Afghanistan,AFG,2020-07-20,17.1232876712329,
Afghanistan,AFG,2020-07-21,89.1304347826087,
Afghanistan,AFG,2020-07-22,33.0275229357798,
Afghanistan,AFG,2020-07-23,-25.4777070063694,
Afghanistan,AFG,2020-07-24,-39.2405063291139,
Afghanistan,AFG,2020-07-25,-35.2941176470588,
Afghanistan,AFG,2020-07-26,-38.3116883116883,
Afghanistan,AFG,2020-07-27,-48.5380116959064,
Afghanistan,AFG,2020-07-28,-51.7241379310345,
Afghanistan,AFG,2020-07-29,-44.1379310344828,
Afghanistan,AFG,2020-07-30,-48.7179487179487,
Afghanistan,AFG,2020-07-31,-37.5,
Afghanistan,AFG,2020-08-01,-62.6262626262626,
Afghanistan,AFG,2020-08-02,-74.7368421052632,
Afghanistan,AFG,2020-08-03,-82.9545454545455,
Afghanistan,AFG,2020-08-04,-78.5714285714286,
Afghanistan,AFG,2020-08-05,-71.604938271605,
Afghanistan,AFG,2020-08-06,-55,
Afghanistan,AFG,2020-08-07,-55,
Afghanistan,AFG,2020-08-08,-35.1351351351351,
Afghanistan,AFG,2020-08-09,20.8333333333333,
Afghanistan,AFG,2020-08-10,86.6666666666667,
Afghanistan,AFG,2020-08-11,33.3333333333333,
Afghanistan,AFG,2020-08-12,117.391304347826,
Afghanistan,AFG,2020-08-13,107.407407407407,
Afghanistan,AFG,2020-08-14,140.740740740741,
Afghanistan,AFG,2020-08-15,133.333333333333,
Afghanistan,AFG,2020-08-16,100,
Afghanistan,AFG,2020-08-17,125,
Afghanistan,AFG,2020-08-18,162.5,
Afghanistan,AFG,2020-08-19,-38,
Afghanistan,AFG,2020-08-20,-48.2142857142857,
Afghanistan,AFG,2020-08-21,-66.1538461538461,
Afghanistan,AFG,2020-08-22,-60.7142857142857,
Afghanistan,AFG,2020-08-23,-70.6896551724138,
Afghanistan,AFG,2020-08-24,-80.9523809523809,
Afghanistan,AFG,2020-08-25,-65.0793650793651,
Afghanistan,AFG,2020-08-26,-29.0322580645161,
Afghanistan,AFG,2020-08-27,-37.9310344827586,
Afghanistan,AFG,2020-08-28,-27.2727272727273,
Afghanistan,AFG,2020-08-29,-22.7272727272727,
Afghanistan,AFG,2020-08-30,-11.7647058823529,
Afghanistan,AFG,2020-08-31,25,
Afghanistan,AFG,2020-09-01,-59.0909090909091,
Afghanistan,AFG,2020-09-02,-59.0909090909091,
Afghanistan,AFG,2020-09-03,-55.5555555555556,
Afghanistan,AFG,2020-09-04,-43.75,
Afghanistan,AFG,2020-09-05,-52.9411764705882,
Afghanistan,AFG,2020-09-06,-46.6666666666667,
Afghanistan,AFG,2020-09-07,-33.3333333333333,
Afghanistan,AFG,2020-09-08,0,
Afghanistan,AFG,2020-09-09,33.3333333333333,
Afghanistan,AFG,2020-09-10,37.5,
Afghanistan,AFG,2020-09-11,11.1111111111111,
Africa,,2020-03-16,600,
Africa,,2020-03-17,600,
Africa,,2020-03-18,1000,
Africa,,2020-03-19,600,
Africa,,2020-03-20,225,
Africa,,2020-03-21,280,
Africa,,2020-03-22,383.333333333333,
Africa,,2020-03-23,414.285714285714,
Africa,,2020-03-24,528.571428571429,
Africa,,2020-03-25,372.727272727273,
Africa,,2020-03-26,300,
Africa,,2020-03-27,415.384615384615,
Africa,,2020-03-28,315.789473684211,
Africa,,2020-03-29,206.896551724138,
Africa,,2020-03-30,175,
Africa,,2020-03-31,159.090909090909,
Africa,,2020-04-01,140.384615384615,
Africa,,2020-04-02,171.428571428571,
Africa,,2020-04-03,156.716417910448,
Africa,,2020-04-04,155.696202531646,
Africa,,2020-04-05,186.516853932584,
Africa,,2020-04-06,193.939393939394,
Africa,,2020-04-07,172.80701754386,
Africa,,2020-04-08,166.4,
Africa,,2020-04-09,129.605263157895,
Africa,,2020-04-10,117.441860465116,
Africa,,2020-04-11,91.0891089108911,
Africa,,2020-04-12,42.7450980392157,
Africa,,2020-04-13,21.9931271477663,
Africa,,2020-04-14,15.1125401929261,
Africa,,2020-04-15,6.30630630630631,
Africa,,2020-04-16,-3.15186246418339,
Africa,,2020-04-17,-10.427807486631,
Africa,,2020-04-18,-15.8031088082902,
Africa,,2020-04-19,-13.7362637362637,
Africa,,2020-04-20,-6.76056338028169,
Africa,,2020-04-21,-10.6145251396648,
Africa,,2020-04-22,-11.5819209039548,
Africa,,2020-04-23,-5.02958579881657,
Africa,,2020-04-24,-4.17910447761194,
Africa,,2020-04-25,-2.15384615384615,
Africa,,2020-04-26,2.22929936305734,
Africa,,2020-04-27,-10.8761329305136,
Africa,,2020-04-28,-1.5625,
Africa,,2020-04-29,7.02875399361023,
Africa,,2020-04-30,11.8380062305296,
Africa,,2020-05-01,8.72274143302181,
Africa,,2020-05-02,11.9496855345912,
Africa,,2020-05-03,19.0031152647975,
Africa,,2020-05-04,30.1694915254237,
Africa,,2020-05-05,19.047619047619,
Africa,,2020-05-06,16.4179104477612,
Africa,,2020-05-07,16.991643454039,
Africa,,2020-05-08,26.9340974212034,
Africa,,2020-05-09,30.6179775280899,
Africa,,2020-05-10,21.2041884816754,
Africa,,2020-05-11,27.8645833333333,
Africa,,2020-05-12,33.8666666666667,
Africa,,2020-05-13,25.3846153846154,
Africa,,2020-05-14,14.047619047619,
Africa,,2020-05-15,9.48081264108351,
Africa,,2020-05-16,3.01075268817204,
Africa,,2020-05-17,2.80777537796977,
Africa,,2020-05-18,-4.4806517311609,
Africa,,2020-05-19,-3.58565737051793,
Africa,,2020-05-20,2.24948875255624,
Africa,,2020-05-21,4.80167014613779,
Africa,,2020-05-22,10.7216494845361,
Africa,,2020-05-23,14.6137787056367,
Africa,,2020-05-24,17.2268907563025,
Africa,,2020-05-25,23.6673773987207,
Africa,,2020-05-26,33.6776859504132,
Africa,,2020-05-27,37.4,
Africa,,2020-05-28,39.2430278884462,
Africa,,2020-05-29,28.3054003724395,
Africa,,2020-05-30,34.7905282331512,
Africa,,2020-05-31,45.8781362007169,
Africa,,2020-06-01,52.2413793103448,
Africa,,2020-06-02,33.8485316846986,
Africa,,2020-06-03,31.7321688500728,
Africa,,2020-06-04,27.6108726752504,
Africa,,2020-06-05,38.4615384615385,
Africa,,2020-06-06,32.5675675675676,
Africa,,2020-06-07,18.1818181818182,
Africa,,2020-06-08,7.47451868629672,
Africa,,2020-06-09,15.7043879907621,
Africa,,2020-06-10,12.9281767955801,
Africa,,2020-06-11,21.9730941704036,
Africa,,2020-06-12,15.4088050314465,
Africa,,2020-06-13,21.9164118246687,
Africa,,2020-06-14,31.3929313929314,
Africa,,2020-06-15,42.4657534246575,
Africa,,2020-06-16,41.1177644710579,
Africa,,2020-06-17,44.9119373776908,
Africa,,2020-06-18,40.2573529411765,
Africa,,2020-06-19,41.41689373297,
Africa,,2020-06-20,32.7759197324415,
Africa,,2020-06-21,28.4018987341772,
Africa,,2020-06-22,17.4556213017751,
Africa,,2020-06-23,10.961810466761,
Africa,,2020-06-24,9.04794058068872,
Africa,,2020-06-25,8.19134993446919,
Africa,,2020-06-26,7.1290944123314,
Africa,,2020-06-27,0,
Africa,,2020-06-28,-3.88170055452866,
Africa,,2020-06-29,-2.455919395466,
Africa,,2020-06-30,-1.27469725940089,
Africa,,2020-07-01,-5.01547987616099,
Africa,,2020-07-02,-5.99636583888552,
Africa,,2020-07-03,-5.57553956834532,
Africa,,2020-07-04,0.881612090680095,
Africa,,2020-07-05,2.49999999999999,
Africa,,2020-07-06,10.5229180116204,
Africa,,2020-07-07,13.1052291801162,
Africa,,2020-07-08,20.013037809648,
Africa,,2020-07-09,18.2345360824742,
Africa,,2020-07-10,15.3650793650794,
Africa,,2020-07-11,17.9775280898876,
Africa,,2020-07-12,19.4496560350219,
Africa,,2020-07-13,9.34579439252337,
Africa,,2020-07-14,4.50913242009132,
Africa,,2020-07-15,-1.57523085279739,
Africa,,2020-07-16,-1.41689373297003,
Africa,,2020-07-17,6.10897083104018,
Africa,,2020-07-18,0.582010582010573,
Africa,,2020-07-19,2.35602094240839,
Africa,,2020-07-20,1.7094017094017,
Africa,,2020-07-21,6.8814855270344,
Africa,,2020-07-22,6.62251655629138,
Africa,,2020-07-23,31.8960751796573,
Africa,,2020-07-24,20.1244813278008,
Africa,,2020-07-25,27.1436086270384,
Africa,,2020-07-26,30.5882352941176,
Africa,,2020-07-27,37.3949579831933,
Africa,,2020-07-28,40.7766990291262,
Africa,,2020-07-29,42.3913043478261,
Africa,,2020-07-30,1.71835708298407,
Africa,,2020-07-31,12.5215889464594,
Africa,,2020-08-01,5.83367811336368,
Africa,,2020-08-02,-3.68194281237759,
Africa,,2020-08-03,-4.16666666666666,
Africa,,2020-08-04,-11.1796733212341,
Africa,,2020-08-05,-5.27081061432206,
Africa,,2020-08-06,14.2974866089823,
Africa,,2020-08-07,6.25479662317727,
Africa,,2020-08-08,11.6888193901486,
Africa,,2020-08-09,20.2521350142334,
Africa,,2020-08-10,19.2261667331472,
Africa,,2020-08-11,21.3731099305272,
Africa,,2020-08-12,6.25479662317727,
Africa,,2020-08-13,-4.36193222782985,
Africa,,2020-08-14,-5.95882990249187,
Africa,,2020-08-15,-8.8204410220511,
Africa,,2020-08-16,-17.8897531281704,
Africa,,2020-08-17,-20.6088992974239,
Africa,,2020-08-18,-23.1313131313131,
Africa,,2020-08-19,-13.2538822679668,
Africa,,2020-08-20,-11.4964191481342,
Africa,,2020-08-21,-12.173579109063,
Africa,,2020-08-22,-15.0095969289827,
Africa,,2020-08-23,-7.49588138385503,
Africa,,2020-08-24,-11.7572692793932,
Africa,,2020-08-25,-6.83311432325887,
Africa,,2020-08-26,-15.5703580349709,
Africa,,2020-08-27,-15.8006814310051,
Africa,,2020-08-28,-17.3152601661565,
Africa,,2020-08-29,-19.9186991869919,
Africa,,2020-08-30,-18.2101513802315,
Africa,,2020-08-31,-11.2702960840497,
Africa,,2020-09-01,-14.9036201222379,
Africa,,2020-09-02,-12.9684418145957,
Africa,,2020-09-03,-14.8710166919575,
Africa,,2020-09-04,-8.40824960338445,
Africa,,2020-09-05,-4.5121263395375,
Africa,,2020-09-06,-12.1393576483397,
Africa,,2020-09-07,-8.66523143164694,
Africa,,2020-09-08,-6.85082872928177,
Africa,,2020-09-09,-6.17563739376771,
Africa,,2020-09-10,-4.1592394533571,
Africa,,2020-09-11,-11.9515011547344,
Albania,ALB,2020-03-22,0,
Albania,ALB,2020-03-23,0,
Albania,ALB,2020-03-24,200,
Albania,ALB,2020-03-25,300,
Albania,ALB,2020-03-26,200,
Albania,ALB,2020-03-27,300,
Albania,ALB,2020-03-28,600,
Albania,ALB,2020-03-29,700,
Albania,ALB,2020-03-30,700,
Albania,ALB,2020-03-31,166.666666666667,
Albania,ALB,2020-04-01,150,
Albania,ALB,2020-04-02,233.333333333333,
Albania,ALB,2020-04-03,150,
Albania,ALB,2020-04-04,14.2857142857143,
Albania,ALB,2020-04-05,12.5,
Albania,ALB,2020-04-06,37.5,
Albania,ALB,2020-04-07,25,
Albania,ALB,2020-04-08,-30,
Albania,ALB,2020-04-09,-30,
Albania,ALB,2020-04-10,-30,
Albania,ALB,2020-04-11,-25,
Albania,ALB,2020-04-12,-55.5555555555556,
Albania,ALB,2020-04-13,-81.8181818181818,
Albania,ALB,2020-04-14,-90,
Albania,ALB,2020-04-15,-71.4285714285714,
Albania,ALB,2020-04-16,-57.1428571428571,
Albania,ALB,2020-04-17,-57.1428571428571,
Albania,ALB,2020-04-18,-50,
Albania,ALB,2020-04-19,-25,
Albania,ALB,2020-04-20,50,
Albania,ALB,2020-04-21,200,
Albania,ALB,2020-04-22,0,
Albania,ALB,2020-04-23,-33.3333333333333,
Albania,ALB,2020-04-24,-66.6666666666667,
Albania,ALB,2020-04-25,-66.6666666666667,
Albania,ALB,2020-04-26,-66.6666666666667,
Albania,ALB,2020-04-27,-33.3333333333333,
Albania,ALB,2020-04-28,-33.3333333333333,
Albania,ALB,2020-04-29,100,
Albania,ALB,2020-04-30,100,
Albania,ALB,2020-05-01,300,
Albania,ALB,2020-05-02,300,
Albania,ALB,2020-05-03,300,
Albania,ALB,2020-05-04,50,
Albania,ALB,2020-05-05,50,
Albania,ALB,2020-05-06,-75,
Albania,ALB,2020-05-07,-100,
Albania,ALB,2020-05-08,-100,
Albania,ALB,2020-05-09,-100,
Albania,ALB,2020-05-10,-100,
Albania,ALB,2020-05-11,-100,
Albania,ALB,2020-05-12,-100,
Albania,ALB,2020-05-13,-100,
Albania,ALB,2020-06-01,0,
Albania,ALB,2020-06-02,0,
Albania,ALB,2020-06-03,-100,
Albania,ALB,2020-06-04,-100,
Albania,ALB,2020-06-05,-100,
Albania,ALB,2020-06-06,-100,
Albania,ALB,2020-06-07,-50,
Albania,ALB,2020-06-08,0,
Albania,ALB,2020-06-09,0,
Albania,ALB,2020-06-14,100,
Albania,ALB,2020-06-15,100,
Albania,ALB,2020-06-16,100,
Albania,ALB,2020-06-17,200,
Albania,ALB,2020-06-18,300,
Albania,ALB,2020-06-19,100,
Albania,ALB,2020-06-20,100,
Albania,ALB,2020-06-21,250,
Albania,ALB,2020-06-22,300,
Albania,ALB,2020-06-23,300,
Albania,ALB,2020-06-24,166.666666666667,
Albania,ALB,2020-06-25,125,
Albania,ALB,2020-06-26,150,
Albania,ALB,2020-06-27,50,
Albania,ALB,2020-06-28,42.8571428571429,
Albania,ALB,2020-06-29,37.5,
Albania,ALB,2020-06-30,75,
Albania,ALB,2020-07-01,112.5,
Albania,ALB,2020-07-02,100,
Albania,ALB,2020-07-03,100,
Albania,ALB,2020-07-04,133.333333333333,
Albania,ALB,2020-07-05,110,
Albania,ALB,2020-07-06,90.9090909090909,
Albania,ALB,2020-07-07,50,
Albania,ALB,2020-07-08,11.7647058823529,
Albania,ALB,2020-07-09,0,
Albania,ALB,2020-07-10,-30,
Albania,ALB,2020-07-11,-38.0952380952381,
Albania,ALB,2020-07-12,-28.5714285714286,
Albania,ALB,2020-07-13,-19.047619047619,
Albania,ALB,2020-07-14,-23.8095238095238,
Albania,ALB,2020-07-15,-15.7894736842105,
Albania,ALB,2020-07-16,0,
Albania,ALB,2020-07-17,50,
Albania,ALB,2020-07-18,69.2307692307692,
Albania,ALB,2020-07-19,46.6666666666667,
Albania,ALB,2020-07-20,11.7647058823529,
Albania,ALB,2020-07-21,12.5,
Albania,ALB,2020-07-22,25,
Albania,ALB,2020-07-23,5.55555555555556,
Albania,ALB,2020-07-24,-9.52380952380952,
Albania,ALB,2020-07-25,-4.54545454545454,
Albania,ALB,2020-07-26,4.54545454545454,
Albania,ALB,2020-07-27,36.8421052631579,
Albania,ALB,2020-07-28,72.2222222222222,
Albania,ALB,2020-07-29,55,
Albania,ALB,2020-07-30,57.8947368421053,
Albania,ALB,2020-07-31,63.1578947368421,
Albania,ALB,2020-08-01,38.0952380952381,
Albania,ALB,2020-08-02,17.3913043478261,
Albania,ALB,2020-08-03,7.69230769230769,
Albania,ALB,2020-08-04,-9.67741935483871,
Albania,ALB,2020-08-05,-9.67741935483871,
Albania,ALB,2020-08-06,6.66666666666667,
Albania,ALB,2020-08-07,9.6774193548387,
Albania,ALB,2020-08-08,10.3448275862069,
Albania,ALB,2020-08-09,18.5185185185185,
Albania,ALB,2020-08-10,17.8571428571429,
Albania,ALB,2020-08-11,0,
Albania,ALB,2020-08-12,3.57142857142858,
Albania,ALB,2020-08-13,-18.75,
Albania,ALB,2020-08-14,-26.4705882352941,
Albania,ALB,2020-08-15,-6.25,
Albania,ALB,2020-08-16,0,
Albania,ALB,2020-08-17,-12.1212121212121,
Albania,ALB,2020-08-18,7.14285714285714,
Albania,ALB,2020-08-19,-6.89655172413793,
Albania,ALB,2020-08-20,0,
Albania,ALB,2020-08-21,0,
Albania,ALB,2020-08-22,-30,
Albania,ALB,2020-08-23,-37.5,
Albania,ALB,2020-08-24,-24.1379310344828,
Albania,ALB,2020-08-25,-20,
Albania,ALB,2020-08-26,0,
Albania,ALB,2020-08-27,11.5384615384615,
Albania,ALB,2020-08-28,12,
Albania,ALB,2020-08-29,47.6190476190476,
Albania,ALB,2020-08-30,50,
Albania,ALB,2020-08-31,36.3636363636364,
Albania,ALB,2020-09-01,25,
Albania,ALB,2020-09-02,14.8148148148148,
Albania,ALB,2020-09-03,13.7931034482759,
Albania,ALB,2020-09-04,25,
Albania,ALB,2020-09-05,12.9032258064516,
Albania,ALB,2020-09-06,23.3333333333333,
Albania,ALB,2020-09-07,20,
Albania,ALB,2020-09-08,16.6666666666667,
Albania,ALB,2020-09-09,0,
Albania,ALB,2020-09-10,-21.2121212121212,
Albania,ALB,2020-09-11,-34.2857142857143,
Algeria,DZA,2020-03-20,500,
Algeria,DZA,2020-03-21,300,
Algeria,DZA,2020-03-22,550,
Algeria,DZA,2020-03-23,225,
Algeria,DZA,2020-03-24,225,
Algeria,DZA,2020-03-25,180,
Algeria,DZA,2020-03-26,150,
Algeria,DZA,2020-03-27,200,
Algeria,DZA,2020-03-28,100,
Algeria,DZA,2020-03-29,7.69230769230769,
Algeria,DZA,2020-03-30,7.69230769230769,
Algeria,DZA,2020-03-31,38.4615384615385,
Algeria,DZA,2020-04-01,78.5714285714286,
Algeria,DZA,2020-04-02,146.666666666667,
Algeria,DZA,2020-04-03,111.111111111111,
Algeria,DZA,2020-04-04,393.75,
Algeria,DZA,2020-04-05,621.428571428571,
Algeria,DZA,2020-04-06,764.285714285714,
Algeria,DZA,2020-04-07,666.666666666667,
Algeria,DZA,2020-04-08,496,
Algeria,DZA,2020-04-09,297.297297297297,
Algeria,DZA,2020-04-10,352.631578947368,
Algeria,DZA,2020-04-11,91.1392405063291,
Algeria,DZA,2020-04-12,43.5643564356436,
Algeria,DZA,2020-04-13,16.5289256198347,
Algeria,DZA,2020-04-14,1.44927536231885,
Algeria,DZA,2020-04-15,-11.4093959731544,
Algeria,DZA,2020-04-16,-10.8843537414966,
Algeria,DZA,2020-04-17,-34.3023255813954,
Algeria,DZA,2020-04-18,-28.476821192053,
Algeria,DZA,2020-04-19,-36.551724137931,
Algeria,DZA,2020-04-20,-41.8439716312057,
Algeria,DZA,2020-04-21,-49.2857142857143,
Algeria,DZA,2020-04-22,-49.2424242424242,
Algeria,DZA,2020-04-23,-49.618320610687,
Algeria,DZA,2020-04-24,-47.787610619469,
Algeria,DZA,2020-04-25,-52.7777777777778,
Algeria,DZA,2020-04-26,-43.4782608695652,
Algeria,DZA,2020-04-27,-39.0243902439024,
Algeria,DZA,2020-04-28,-32.3943661971831,
Algeria,DZA,2020-04-29,-32.8358208955224,
Algeria,DZA,2020-04-30,-36.3636363636364,
Algeria,DZA,2020-05-01,-27.1186440677966,
Algeria,DZA,2020-05-02,-25.4901960784314,
Algeria,DZA,2020-05-03,-23.0769230769231,
Algeria,DZA,2020-05-04,-24,
Algeria,DZA,2020-05-05,-31.25,
Algeria,DZA,2020-05-06,-26.6666666666667,
Algeria,DZA,2020-05-07,-23.8095238095238,
Algeria,DZA,2020-05-08,-23.2558139534884,
Algeria,DZA,2020-05-09,-7.89473684210527,
Algeria,DZA,2020-05-10,-12.5,
Algeria,DZA,2020-05-11,2.63157894736843,
Algeria,DZA,2020-05-12,27.2727272727273,
Algeria,DZA,2020-05-13,36.3636363636364,
Algeria,DZA,2020-05-14,43.75,
Algeria,DZA,2020-05-15,39.3939393939394,
Algeria,DZA,2020-05-16,37.1428571428571,
Algeria,DZA,2020-05-17,37.1428571428571,
Algeria,DZA,2020-05-18,17.948717948718,
Algeria,DZA,2020-05-19,14.2857142857143,
Algeria,DZA,2020-05-20,2.22222222222221,
Algeria,DZA,2020-05-21,0,
Algeria,DZA,2020-05-22,0,
Algeria,DZA,2020-05-23,-4.16666666666666,
Algeria,DZA,2020-05-24,4.16666666666667,
Algeria,DZA,2020-05-25,13.0434782608696,
Algeria,DZA,2020-05-26,12.5,
Algeria,DZA,2020-05-27,21.7391304347826,
Algeria,DZA,2020-05-28,19.5652173913043,
Algeria,DZA,2020-05-29,19.5652173913043,
Algeria,DZA,2020-05-30,21.7391304347826,
Algeria,DZA,2020-05-31,8.00000000000001,
Algeria,DZA,2020-06-01,1.92307692307692,
Algeria,DZA,2020-06-02,-3.70370370370371,
Algeria,DZA,2020-06-03,-10.7142857142857,
Algeria,DZA,2020-06-04,-20,
Algeria,DZA,2020-06-05,-7.27272727272728,
Algeria,DZA,2020-06-06,-7.14285714285714,
Algeria,DZA,2020-06-07,-3.70370370370371,
Algeria,DZA,2020-06-08,1.88679245283019,
Algeria,DZA,2020-06-09,3.84615384615386,
Algeria,DZA,2020-06-10,14,
Algeria,DZA,2020-06-11,47.7272727272727,
Algeria,DZA,2020-06-12,17.6470588235294,
Algeria,DZA,2020-06-13,17.3076923076923,
Algeria,DZA,2020-06-14,19.2307692307692,
Algeria,DZA,2020-06-15,11.1111111111111,
Algeria,DZA,2020-06-16,14.8148148148148,
Algeria,DZA,2020-06-17,12.280701754386,
Algeria,DZA,2020-06-18,3.07692307692307,
Algeria,DZA,2020-06-19,16.6666666666667,
Algeria,DZA,2020-06-20,21.3114754098361,
Algeria,DZA,2020-06-21,24.1935483870968,
Algeria,DZA,2020-06-22,30,
Algeria,DZA,2020-06-23,20.9677419354839,
Algeria,DZA,2020-06-24,14.0625,
Algeria,DZA,2020-06-25,4.4776119402985,
Algeria,DZA,2020-06-26,-4.28571428571428,
Algeria,DZA,2020-06-27,-18.9189189189189,
Algeria,DZA,2020-06-28,-28.5714285714286,
Algeria,DZA,2020-06-29,-33.3333333333333,
Algeria,DZA,2020-06-30,-29.3333333333333,
Algeria,DZA,2020-07-01,-30.1369863013699,
Algeria,DZA,2020-07-02,-27.1428571428571,
Algeria,DZA,2020-07-03,-25.3731343283582,
Algeria,DZA,2020-07-04,-13.3333333333333,
Algeria,DZA,2020-07-05,-1.81818181818182,
Algeria,DZA,2020-07-06,5.76923076923077,
Algeria,DZA,2020-07-07,1.88679245283019,
Algeria,DZA,2020-07-08,9.80392156862746,
Algeria,DZA,2020-07-09,13.7254901960784,
Algeria,DZA,2020-07-10,20,
Algeria,DZA,2020-07-11,13.4615384615385,
Algeria,DZA,2020-07-12,7.40740740740742,
